Chapter 15: Machinery and Large-Scale Industry 1.	DREIZEHNTES KAPITEL.	ch15_clean.en-ch15_clean.de
Just as a number of tools, then, form the organs of a machine, so a number of machines of one kind constitute the organs of the motive mechanism.	Ganz wie viele Werkzeuge die Organe einer Arbeitsmaschine, bilden viele Arbeitsmaschinen jetzt nur noch gleichartige Organe desselben Bewegungsmechanismus.	ch15_clean.en-ch15_clean.de
A real machine system, however, does not take the place of these independent machines until the object of labour goes through a connected series of graduated processes carried out by a chain of mutually complementary machines of various kinds.	Ein eigentliches Maschinensystem tritt aber erst an die Stelle der einzelnen selbständigen Maschine, wo der Arbeitsgegenstand eine zusammenhängende Reihe verschiedner Stufenprozesse durchläuft, die von einer Kette verschiedenartiger, aber einander ergänzender Werkzeugmaschinen ausgeführt werden.	ch15_clean.en-ch15_clean.de
Here we have again the co-operation by division of labour which is peculiar to manufacture, but now it appears as a combination of machines with specific functions.	Hier erscheint die der Manufaktur eigentümliche Kooperation durch Teilung der Arbeit wieder, aber jetzt als Kombination von Teilarbeitsmaschinen.	ch15_clean.en-ch15_clean.de
The tools peculiar to the various specialized workers, such as those of the beaters, combers, shearers, spinners, etc. in the manufacture of wool, are now transformed into the tools of specialized machines, each machine forming a special organ, with a special function in the combined mechanism.	Die spezifischen Werkzeuge der verschiednen Teilarbeiter, in der Wollmanufaktur z.B. der Wollschläger, Wollkämmer, Wollscherer, Wollspinner usw., verwandeln sich jetzt in die Werkzeuge spezifizierter Arbeitsmaschinen, von denen jede ein besondres Organ für eine besondre Funktion im System des kombinierten Werkzeugmechanismus bildet.	ch15_clean.en-ch15_clean.de
In those branches in which the machine system is first introduced, manufacture itself provides, in general, a natural basis for the division, and consequently the organization, of the process of production.	Die Manufaktur selbst liefert dem Maschinensystem in den Zweigen, worin es zuerst eingeführt wird, im großen und ganzen die naturwüchsige Grundlage der Teilung und daher der Organisation des Produktionsprozesses.	ch15_clean.en-ch15_clean.de
Nevertheless, an essential difference at once appears.	Indes tritt sofort ein wesentlicher Unterschied ein.	ch15_clean.en-ch15_clean.de
In manufacture, it is the workers who, either singly or in groups, must carry on each particular process with their manual implements.	In der Manufaktur müssen Arbeiter, vereinzelt oder in Gruppen, jeden besondren Teilprozeß mit ihrem Handwerkszeug ausführen.	ch15_clean.en-ch15_clean.de
The worker has been appropriated by the process; but the process had previously to be adapted to the worker.	Wird der Arbeiter dem Prozeß angeeignet, so ist aber auch vorher der Prozeß dem Arbeiter angepaßt.	ch15_clean.en-ch15_clean.de
This subjective principle of the division of labour no longer exists in production by machinery.	Dies subjektive Prinzip der Teilung fällt weg für die maschinenartige Produktion.	ch15_clean.en-ch15_clean.de
Here the total process is examined objectively, viewed in and for itself, and analysed into its constitutive phases. The problem of how to execute each particular process, and to bind the different partial processes together into a whole, is solved by the aid of machines, chemistry, etc. But of course, in this case too, the theoretical conception must be perfected by accumulated experience on a large scale.	Der Gesamtprozeß wird hier objektiv, an und für sich betrachtet, in seine konstituierenden Phasen analysiert, und das Problem, jeden Teilprozeß auszuführen und die verschiednen Teilprozesse zu verbinden, durch technischen Anwendung der Mechanik, Chemie usw. gelöst , wobei natürlich nach wie vor die theoretische Konzeption durch gehäufte praktische Erfahrung auf großer Stufenleiter vervollkommnet werden muß.	ch15_clean.en-ch15_clean.de
Each particular machine supplies raw material to the machine next in line; and since they are all working at the same time, the product is always going through the various stages of its formation, and is also constantly in a state of transition from one phase of production to another.	Jede Teilmaschine liefert der zunächst folgenden ihr Rohmaterial, und da sie alle gleichzeitig wirken, befindet sich das Produkt ebenso fortwährend auf den verschiednen Stufen seines Bildungsprozesses, wie im Übergang aus einer Produktionsphase in die andre.	ch15_clean.en-ch15_clean.de
Just as in manufacture the direct co-operation of the specialized workers establishes a numerical proportion between the different groups, so in an organized system of machinery, where one machine is constantly kept employed by another, a fixed relation is established between their number, their size and their speed.	Wie in der Manufaktur die unmittelbare Kooperation der Teilarbeiter bestimmte Verhältniszahlen zwischen den besondren Arbeitergruppen schafft, so in dem gegliederten Maschinensystem die beständige Beschäftigung der Teilmaschinen durch einander ein bestimmtes Verhältnis zwischen ihrer Anzahl, ihrem Umfang und ihrer Geschwindigkeit.	ch15_clean.en-ch15_clean.de
The collective working machine, which is now an articulated system composed of various kinds of single machine, and of groups of single machines, becomes all the more perfect the more the process as a whole becomes a continuous one, i.e. the less the raw material is interrupted in its passage from the first phase to the last; in other words, the more its passage from one phase to another is effected not by the hand of man, but by the machinery itself.	Die kombinierte Arbeitsmaschine, jetzt ein gegliedertes System von verschiedenartigen einzelnen Arbeitsmaschinen und von Gruppen derselben, ist um so vollkommner, je kontinuierlicher ihr Gesamtprozeß, d.h. mit je weniger Unterbrechung das Rohmaterial von seiner ersten Phase zu seiner letzten übergeht, je mehr also statt der Menschenhand der Mechanismus selbst es von einer Produktionsphase in die andre fördert.	ch15_clean.en-ch15_clean.de
In manufacture, the isolation of each special process is a condition imposed by the division of labour itself, whereas in the fully developed factory the continuity of the special processes is the regulating principle.	Wenn in der Manufaktur die Isolierung der Sonderprozesse ein durch die Teilung der Arbeit selbst gegebnes Prinzip ist, so herrscht dagegen in der entwickelten Fabrik die Kontinuität der Sonderprozesse.	ch15_clean.en-ch15_clean.de
A system of machinery, whether it is based simply on the cooperation of similar machines, as in weaving, or on a combination of different machines, as in spinning, constitutes in itself a vast automaton* as soon as it is driven by a self-acting prime mover.	Ein System der Maschinerie, beruhe es nun auf bloßer Kooperation gleichartiger Arbeitsmaschinen, wie in der Weberei, oder auf einer Kombination verschiedenartiger, wie in der Spinnerei, bildet an und für sich einen großen Automaten, sobald es von einem sich selbst bewegenden ersten Motor getrieben wird.	ch15_clean.en-ch15_clean.de
But although the whole system may for example be driven by a steam-engine, some of the individual machines may require the aid of the worker for some of their movements (such aid was necessary for the insertion of the mule carriage before the invention of the self-acting mule, and is still necessary in the fine-spinning mills). Equally, certain parts of the machine may have to be handled by the worker like a manual tool, if the machine is to do its work. This was the case in machine-makers’ workshops, before the conversion of the slide rest into a self-actor.	Indes kann das Gesamtsystem z.B. von der Dampfmaschine getrieben werden, obgleich entweder einzelne Werkzeugmaschinen für gewisse Bewegungen noch den Arbeiter brauchen, wie die zum Einfahren der Mule nötige Bewegung vor der Einführung der selfacting mule und immer noch bei Feinspinnerei, oder aber bestimmte Teile der Maschine zur Verrichtung ihres Werks gleich einem Werkzeug vom Arbeiter gelenkt werden müssen, wie beim Maschinenbau vor der Verwandlung des slide rest (ein Drehapparat) in einen selfactor.	ch15_clean.en-ch15_clean.de
As soon as a machine executes, without man’s help, all the movements required to elaborate the raw material, and needs only supplementary assistance from the worker, we have an automatic system of machinery, capable of constant improvement in its details.	Sobald die Arbeitsmaschine alle zur Bearbeitung des Rohstoffs nötigen Bewegungen ohne menschliche Beihilfe verrichtet und nur noch menschlicher Nachhilfe bedarf, haben wir ein automatisches System der Maschinerie, das indes beständiger Ausarbeitung im Detail fähig ist.	ch15_clean.en-ch15_clean.de
Such improvements as the apparatus that stops a drawing frame whenever a sliver breaks, and the self-acting stop which stops the power-loom as soon as the shuttle bobbin is empty of weft, are quite modern inventions.	So sind z.B. der Apparat, der die Spinnmaschine von selbst stillsetzt, sobald ein einzelner Faden reißt, und der selfachting stop, der den verbesserten Dampfwebstuhl stillsetzt, sobald der Spule des Weberschiffs der Einschlagsfaden ausgeht, ganz moderne Erfindung.	ch15_clean.en-ch15_clean.de
As an example both of continuity of production and of the implementation of the automatic principle, we may take a modern paper-mill.	Als ein Beispiel sowohl der Kontinuität der Produktion als der Durchführung des automatischen Prinzips kann die moderne Papierfabrik gelten.	ch15_clean.en-ch15_clean.de
In the paper industry generally, we may advantageously study in detail not only the distinctions between modes of production based on different means of production, but also the connection between the social relations of production and those modes of production. The old German paper-making trade provides an example of handicraft production; Holland in the seventeenth century and France in the eighteenth century provide examples of manufacture proper; and modern England provides the example of automatic fabrication. Besides these, there still exist, in India and China, two distinct ancient Asiatic forms of the same industry.	An der Papierproduktion kann überhaupt der Unterschied verschiedner Produktionsweisen, auf Basis verschiedner Produktionsmittel, wie der Zusammenhang der gesellschaftlichen Produktionsverhältnisse mit diesen Produktionsweisen, im einzelnen vorteilhaft studiert werden, da uns die ältere deutsche Papiermacherei Muster der handwerksmäßigen Produktion, Holland im 17. und Frankreich im 18. Jahrhundert Muster der eigentlichen Manufaktur und das moderne England Muster der automatischen Fabrikation in diesem Zweig liefern, außerdem in China und Indien noch zwei verschiedne altasiatische Formen derselben Industrie existieren.	ch15_clean.en-ch15_clean.de
