Chapter 25: The General Law of Capitalist Accumulation 1.	DREIUNDZWANZIGSTES KAPITEL. TEIL I.	ch25_clean.en-ch25_clean.de
But as soon as this diminution touches the point at which the surplus labour that nourishes capital is no longer supplied in normal quantity, a reaction sets in: a smaller part of revenue is capitalized, accumulation slows down, and the rising movement of wages comes up against an obstacle.	Sobald aber diese Abnahme den Punkt berührt, wo die das Kapital ernährende Mehrarbeit nicht mehr in normaler Menge angeboten wird, so tritt eine Reaktion ein: ein geringerer Teil der Revenue wird kapitalisiert, die Akkumulation erlahmt, und die steigende Lohnbewegung empfängt einen Gegenschlag.	ch25_clean.en-ch25_clean.de
The rise of wages is therefore confined within limits that not only leave intact the foundations of the capitalist system, but also secure its reproduction on an increasing scale.	Die Erhöhung des Arbeitspreises bleibt also eingebannt in Grenzen, die die Grundlagen des kapitalistischen Systems nicht nur unangetastet lassen, sondern auch seine Reproduktion auf wachsender Stufenleiter sichern.	ch25_clean.en-ch25_clean.de
The law of capitalist accumulation, mystified by the economists into a supposed law of nature, in fact expresses the situation that the very nature of accumulation excludes every diminution in the degree of exploitation of labour, and every rise in the price of labour, which could seriously imperil the continual reproduction, on an ever larger scale, of the capital-relation.	Das in ein Naturgesetz mystifizierte Gesetz der kapitalistischen Akkumulation drückt also in der Tat nur aus, daß ihre Natur jede solche Abnahme im Exploitationsgrad der Arbeit oder jede solche Steigerung des Arbeitspreises ausschließt, welche die stetige Reproduktion des Kapitalverhältnisses und seine Reproduktion auf stets erweiterter Stufenleiter ernsthaft gefährden könnte.	ch25_clean.en-ch25_clean.de
It cannot be otherwise in a mode of production in which the worker exists to satisfy the need of the existing values for valorization, as opposed to the inverse situation, in which objective wealth is there to satisfy the worker’s own need for development.	Es kann nicht anders sein in einer Produktionsweise, worin der Arbeiter für die Verwertungsbedürfnisse vorhandner Werte, statt umgekehrt der gegenständliche Reichtum für die Entwicklungsbedürfnisse des Arbeiters da ist.	ch25_clean.en-ch25_clean.de
Just as man is governed, in religion, by the products of his own brain, so, in capitalist production, he is governed by the products of his own hand.	Wie der Mensch in der Religion vom Machwerk seines eignen Kopfes, so wird er in der kapitalistischen Produktion vom Machwerk seiner eignen Hand beherrscht.	ch25_clean.en-ch25_clean.de
2. A RELATIVE DIMINUTION OF THE VARIABLE PART OF CAPITAL OCCURS IN THE COURSE OF THE FURTHER PROGRESS OF ACCUMULATION AND OF THE CONCENTRATION ACCOMPANYING IT According to the economists themselves, it is neither the actual extent of social wealth nor the magnitude of the capital already acquired that leads to a rise of wages, but only the constant growth of accumulation and the degree of rapidity of that growth (Adam Smith, Book I, Chapter 8).	(77a) 2. Relative Abnahme des variablen Kapitalteils im Fortgang der Akkumulation und der sie begleitenden Konzentration Nach den Ökonomen selbst ist es weder der vorhandne Umfang des gesellschaftlichen Reichtums noch die Größe des bereits erworbnen Kapitals, die eine Lohnerhöhung herbeiführen, sondern lediglich das fortgesetzte Wachsen der Akkumulation und der Geschwindigkeitsgrad ihres Wachstums (A. Smith, Buch 1, Kap. 8).	ch25_clean.en-ch25_clean.de
So far, we have considered only one special phase of this process, that in which the increase of capital occurs while the technical composition of capital remains constant.	Bisher haben wir nur eine besondre Phase dieses Prozesses betrachtet, diejenige, in der der Kapitalzuwachs stattfindet bei gleichbleibender technischer Zusammensetzung des Kapitals.	ch25_clean.en-ch25_clean.de
But the process goes beyond this phase.	Aber der Prozeß schreitet über diese Phase hinaus.	ch25_clean.en-ch25_clean.de
Given the general basis of the capitalist system, a point is reached in the course of accumulation at which the development of the productivity of social labour becomes the most powerful lever of accumulation.	Die allgemeinen Grundlagen des kapitalistischen Systems einmal gegeben, tritt im Verlauf der Akkumulation jedesmal ein Punkt ein, wo die Entwicklung der Produktivität der gesellschaftlichen Arbeit der mächtigste Hebel der Akkumulation wird.	ch25_clean.en-ch25_clean.de
‘The same cause,’ says Adam Smith, ‘which raises the wages of labour, the increase of stock, tends to increase its productive powers, and to make a smaller quantity of labour produce a greater quantity of work.’* Apart from natural conditions, such as the fertility of the soil, etc., and apart from the skill of independent and isolated producers (shown rather qualitatively in the high standard of their products than quantitatively in their mass), the level of the social productivity of labour is expressed in the relative extent of the means of production that one worker, during a given time, with the same degree of intensity of labour-power, turns into products.	"Dieselbe Ursache, sagt A. Smith, "die die Löhne erhöht, nämlich die Zunahme des Kapitals, treibt zur Steigerung der produktiven Fähigkeiten der Arbeit und setzt eine kleinere Arbeitsmenge instand, eine größere Menge von Produkten zu erzeugen." Abgesehn von Naturbedingungen, wie Fruchtbarkeit des Bodens usw., und vom Geschick unabhängiger und isoliert arbeitender Produzenten, das sich jedoch mehr qualitativ in der Güte als quantitativ in der Masse des Machwerks bewährt, drückt sich der gesellschaftliche Produktivgrad der Arbeit aus im relativen Größenumfang der Produktionsmittel, welche ein Arbeiter, während gegebner Zeit, mit derselben Anspannung von Arbeitskraft, in Produkt verwandelt.	ch25_clean.en-ch25_clean.de
The mass of means of production with which he functions in this way increases with the productivity of his labour.	Die Masse der Produktionsmittel, womit er funktioniert, wächst mit der Produktivität seiner Arbeit.	ch25_clean.en-ch25_clean.de
But those means of production play a double role.	Diese Produktionsmittel spielen dabei eine doppelte Rolle.	ch25_clean.en-ch25_clean.de
The increase of some is a consequence, that of the others is a condition, of the increasing productivity of labour.	Das Wachstum der einen ist Folge, das der andren Bedingung der wachsenden Produktivität der Arbeit.	ch25_clean.en-ch25_clean.de
For example, the consequence of the division of labour (under manufacture) and the application of machinery is that more raw material is worked up in the same time, and therefore a greater mass of raw material and auxiliary substances enters into the labour process.	Z.B. mit der manufakturmäßigen Teilung der Arbeit und der Anwendung von Maschinerie wird in derselben Zeit mehr Rohmaterial verarbeitet, tritt also größere Masse von Rohmaterial und Hilfsstoffen in den Arbeitsprozeß ein.	ch25_clean.en-ch25_clean.de
That is the consequence of the increasing productivity of labour.	Das ist die Folge der wachsenden Produktivität der Arbeit.	ch25_clean.en-ch25_clean.de
On the other hand, the mass of machinery, beasts of burden, mineral manures, drain-pipes, etc. is a condition of the increasing productivity of labour.	Andrerseits ist die Masse der angewandten Maschinerie, Arbeitsviehs, mineralischen Düngers, Drainierungsröhren usw. Bedingung der wachsenden Produktivität der Arbeit.	ch25_clean.en-ch25_clean.de
This is also true of the means of production concentrated in buildings, furnaces, means of transport, etc.	Ebenso die Masse der in Baulichkeiten, Riesenöfen, Trans- portmitteln usw. konzentrierten Produktionsmittel.	ch25_clean.en-ch25_clean.de
But whether condition or consequence, the growing extent of the means of production, as compared with the labour-power incorporated into them, is an expression of the growing productivity of labour.	Ob aber Bedingung oder Folge, der wachsende Größenumfang der Produktionsmittel im Vergleich zu der ihnen einverleibten Arbeitskraft drückt die wachsende Produktivität der Arbeit aus.	ch25_clean.en-ch25_clean.de
The increase of the latter appears, therefore, in the diminution of the mass of labour in proportion to the mass of means of production moved by it, or in the diminution of the subjective factor of the labour process as compared with the objective factor.	Die Zunahme der letzteren erscheint also in der Abnahme der Arbeitsmasse verhältnismäßig zu der von ihr bewegten Masse von Produktionsmitteln oder in der Größenabnahme des subjektiven Faktors des Arbeitsprozesses, verglichen mit seinen objektiven Faktoren.	ch25_clean.en-ch25_clean.de
This change in the technical composition of capital, this growth in the mass of the means of production, as compared with the mass of the labour-power that vivifies them, is reflected in its value-composition by the increase of the constant constituent of capital at the expense of its variable constituent.	Diese Veränderung in der technischen Zusammensetzung des Kapitals, das Wachstum in der Masse der Produktionsmittel, verglichen mit der Masse der sie belebenden Arbeitskraft, spiegelt sich wider in seiner Wertzusammensetzung, in der Zunahme des konstanten Bestandteils des Kapitalwerts auf Kosten seines variablen Bestandteils.	ch25_clean.en-ch25_clean.de
There may be, for example, originally 50 per cent of a capital laid out in means of production, and 50 per cent in labour-power; later on, with the development of the productivity of labour, 80 per cent may be laid out in means of production, 20 per cent in labour-power and so on. This law of the progressive growth of the constant part of capital in comparison with the variable part is confirmed at every step (as already shown) by the comparative analysis of the prices of commodities, whether we compare different economic epochs or different nations in the same epoch.	Es werden z.B. von einem Kapital, prozentweis berechnet, ursprünglich je 50% in Produktionsmitteln und je 50% in Arbeitskraft ausgelegt, später, mit der Entwicklung des Produktivgrads der Arbeit, je 80% in Produktionsmitteln und je 20% in Arbeitskraft usw. Dies Gesetz des steigenden Wachstums des konstanten Kapitalteils im Verhältnis zum variablen wird auf jedem Schritt bestätigt (wie schon oben entwickelt) durch die vergleichende Analyse der Warenpreise, gleichviel ob wir verschiedne ökonomische Epochen bei einer einzigen Nation vergleichen oder verschiedne Nationen in derselben Epoche.	ch25_clean.en-ch25_clean.de
